"microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species"
"cyanobacterium.endosymbiont.of.Rhopalodia.gibberula","d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Rhopalodia gibberula","d__Bacteria","k__unclassified-p__Cyanobacteria","p__Cyanobacteria","c__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula","o__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula","f__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula","g__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula","s__cyanobacterium endosymbiont of Rhopalodia gibberula"
"Cyanobium.gracile","d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium|s__Cyanobium gracile","d__Bacteria","k__unclassified-p__Cyanobacteria","p__Cyanobacteria","c__unclassified-o__Synechococcales","o__Synechococcales","f__Synechococcaceae","g__Cyanobium","s__Cyanobium gracile"
"Cyanobium.sp..NIES.981","d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Cyanobium|s__Cyanobium sp. NIES-981","d__Bacteria","k__unclassified-p__Cyanobacteria","p__Cyanobacteria","c__unclassified-o__Synechococcales","o__Synechococcales","f__Synechococcaceae","g__Cyanobium","s__Cyanobium sp. NIES-981"
"Cyanophage.P.RSM6","d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage P-RSM6","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Cyanophage P-RSM6","s__Cyanophage P-RSM6"
"Cyanophage.S.TIM5","d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage S-TIM5","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Cyanophage S-TIM5","s__Cyanophage S-TIM5"
"Cyanophage.Syn30","d__Viruses|o__Caudovirales|f__Myoviridae|s__Cyanophage Syn30","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Cyanophage Syn30","s__Cyanophage Syn30"
"Cyclobacterium.amurskyense","d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium amurskyense","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__Cyclobacteriaceae","g__Cyclobacterium","s__Cyclobacterium amurskyense"
"Cyclobacterium.marinum","d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium marinum","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__Cyclobacteriaceae","g__Cyclobacterium","s__Cyclobacterium marinum"
"Cycloclasticus.sp..P1","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus sp. P1","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Thiotrichales","f__Piscirickettsiaceae","g__Cycloclasticus","s__Cycloclasticus sp. P1"
"Cycloclasticus.zancles","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus zancles","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Thiotrichales","f__Piscirickettsiaceae","g__Cycloclasticus","s__Cycloclasticus zancles"
"Cynara.cardunculus","d__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales|f__Asteraceae|g__Cynara|s__Cynara cardunculus","d__Eukaryota","k__Viridiplantae","p__Streptophyta","c__Magnoliopsida","o__Asterales","f__Asteraceae","g__Cynara","s__Cynara cardunculus"
"Cyprinid.herpesvirus.2","d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid herpesvirus 2","d__Viruses","k__unclassified-o__Herpesvirales","p__unclassified-o__Herpesvirales","c__unclassified-o__Herpesvirales","o__Herpesvirales","f__Alloherpesviridae","g__Cyprinivirus","s__Cyprinid herpesvirus 2"
"Cytophagales.bacterium.TFI.002","d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|s__Cytophagales bacterium TFI 002","d__Bacteria","k__unclassified-p__Bacteroidetes","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__unclassified-s__Cytophagales bacterium TFI 002","g__unclassified-s__Cytophagales bacterium TFI 002","s__Cytophagales bacterium TFI 002"
"Daucus.carota","d__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Apiales|f__Apiaceae|g__Daucus|s__Daucus carota","d__Eukaryota","k__Viridiplantae","p__Streptophyta","c__Magnoliopsida","o__Apiales","f__Apiaceae","g__Daucus","s__Daucus carota"
"Debaryomyces.hansenii","d__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces hansenii","d__Eukaryota","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Debaryomyces","s__Debaryomyces hansenii"
"Dechloromonas.aromatica","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Dechloromonas|s__Dechloromonas aromatica","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Azonexaceae","g__Dechloromonas","s__Dechloromonas aromatica"
"Dechloromonas.sp..HYN0024","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Dechloromonas|s__Dechloromonas sp. HYN0024","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Azonexaceae","g__Dechloromonas","s__Dechloromonas sp. HYN0024"
"Deep.sea.thermophilic.phage.D6E","d__Viruses|o__Caudovirales|f__Myoviridae|s__Deep-sea thermophilic phage D6E","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Deep-sea thermophilic phage D6E","s__Deep-sea thermophilic phage D6E"
"Deferribacter.desulfuricans","d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter|s__Deferribacter desulfuricans","d__Bacteria","k__unclassified-p__Deferribacteres","p__Deferribacteres","c__Deferribacteres","o__Deferribacterales","f__Deferribacteraceae","g__Deferribacter","s__Deferribacter desulfuricans"
"Defluviimonas.alba","d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Defluviimonas|s__Defluviimonas alba","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Defluviimonas","s__Defluviimonas alba"
"Defluviitoga.tunisiensis","d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga tunisiensis","d__Bacteria","k__unclassified-p__Thermotogae","p__Thermotogae","c__Thermotogae","o__Petrotogales","f__Petrotogaceae","g__Defluviitoga","s__Defluviitoga tunisiensis"
"Dehalobacterium.formicoaceticum","d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Dehalobacterium|s__Dehalobacterium formicoaceticum","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptococcaceae","g__Dehalobacterium","s__Dehalobacterium formicoaceticum"
"Dehalococcoides.mccartyi","d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides mccartyi","d__Bacteria","k__unclassified-p__Chloroflexi","p__Chloroflexi","c__Dehalococcoidia","o__Dehalococcoidales","f__Dehalococcoidaceae","g__Dehalococcoides","s__Dehalococcoides mccartyi"
"Dehalococcoides.sp..UCH007","d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides sp. UCH007","d__Bacteria","k__unclassified-p__Chloroflexi","p__Chloroflexi","c__Dehalococcoidia","o__Dehalococcoidales","f__Dehalococcoidaceae","g__Dehalococcoides","s__Dehalococcoides sp. UCH007"
"Dehalogenimonas.formicexedens","d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas formicexedens","d__Bacteria","k__unclassified-p__Chloroflexi","p__Chloroflexi","c__Dehalococcoidia","o__unclassified-g__Dehalogenimonas","f__unclassified-g__Dehalogenimonas","g__Dehalogenimonas","s__Dehalogenimonas formicexedens"
"Dehalogenimonas.lykanthroporepellens","d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas lykanthroporepellens","d__Bacteria","k__unclassified-p__Chloroflexi","p__Chloroflexi","c__Dehalococcoidia","o__unclassified-g__Dehalogenimonas","f__unclassified-g__Dehalogenimonas","g__Dehalogenimonas","s__Dehalogenimonas lykanthroporepellens"
"Delftia.acidovorans","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia acidovorans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Delftia","s__Delftia acidovorans"
"Delftia.phage.IME.DE1","d__Viruses|o__Caudovirales|f__Podoviridae|s__Delftia phage IME-DE1","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Podoviridae","g__unclassified-s__Delftia phage IME-DE1","s__Delftia phage IME-DE1"
"Delftia.sp..Cs1.4","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia sp. Cs1-4","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Delftia","s__Delftia sp. Cs1-4"
"Delftia.sp..HK171","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia sp. HK171","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Delftia","s__Delftia sp. HK171"
"Delftia.sp..KV29","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia sp. KV29","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Delftia","s__Delftia sp. KV29"
"Delftia.tsuruhatensis","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia tsuruhatensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Delftia","s__Delftia tsuruhatensis"
"Delftia.virus.PhiW14","d__Viruses|o__Caudovirales|f__Myoviridae|g__Ionavirus|s__Delftia virus PhiW14","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__Ionavirus","s__Delftia virus PhiW14"
"Denitratisoma.sp..DHT3","d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Denitratisoma|s__Denitratisoma sp. DHT3","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Sterolibacteriaceae","g__Denitratisoma","s__Denitratisoma sp. DHT3"
"Denitrobacterium.detoxificans","d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium detoxificans","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Denitrobacterium","s__Denitrobacterium detoxificans"
"Denitrovibrio.acetiphilus","d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio|s__Denitrovibrio acetiphilus","d__Bacteria","k__unclassified-p__Deferribacteres","p__Deferribacteres","c__Deferribacteres","o__Deferribacterales","f__Deferribacteraceae","g__Denitrovibrio","s__Denitrovibrio acetiphilus"
"Dermabacter.hominis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter hominis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Micrococcales","f__Dermabacteraceae","g__Dermabacter","s__Dermabacter hominis"
"Dermabacter.jinjuensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter jinjuensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Micrococcales","f__Dermabacteraceae","g__Dermabacter","s__Dermabacter jinjuensis"
"Dermabacter.vaginalis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter vaginalis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Micrococcales","f__Dermabacteraceae","g__Dermabacter","s__Dermabacter vaginalis"
"Dermacoccus.nishinomiyaensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Dermacoccus nishinomiyaensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Micrococcales","f__Dermacoccaceae","g__Dermacoccus","s__Dermacoccus nishinomiyaensis"
"Dermatophilus.congolensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermatophilaceae|g__Dermatophilus|s__Dermatophilus congolensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Micrococcales","f__Dermatophilaceae","g__Dermatophilus","s__Dermatophilus congolensis"
"Desulfallas.gibsoniae","d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfallas|s__Desulfallas gibsoniae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptococcaceae","g__Desulfallas","s__Desulfallas gibsoniae"
"Desulfarculus.baarsii","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae|g__Desulfarculus|s__Desulfarculus baarsii","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfarculales","f__Desulfarculaceae","g__Desulfarculus","s__Desulfarculus baarsii"
"Desulfatibacillum.aliphaticivorans","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfatibacillum|s__Desulfatibacillum aliphaticivorans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__Desulfatibacillum","s__Desulfatibacillum aliphaticivorans"
"Desulfobacca.acetoxidans","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Desulfobacca|s__Desulfobacca acetoxidans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__Desulfobacca","s__Desulfobacca acetoxidans"
"Desulfobacter.hydrogenophilus","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacter|s__Desulfobacter hydrogenophilus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__Desulfobacter","s__Desulfobacter hydrogenophilus"
"Desulfobacter.postgatei","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacter|s__Desulfobacter postgatei","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__Desulfobacter","s__Desulfobacter postgatei"
"Desulfobacula.toluolica","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacula|s__Desulfobacula toluolica","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__Desulfobacula","s__Desulfobacula toluolica"
"Desulfobulbus.oralis","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus|s__Desulfobulbus oralis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__Desulfobulbus","s__Desulfobulbus oralis"
"Desulfocapsa.sulfexigens","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfocapsa|s__Desulfocapsa sulfexigens","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__Desulfocapsa","s__Desulfocapsa sulfexigens"
"Desulfococcus.multivorans","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfococcus|s__Desulfococcus multivorans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__Desulfococcus","s__Desulfococcus multivorans"
"Desulfococcus.oleovorans","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfococcus|s__Desulfococcus oleovorans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__Desulfococcus","s__Desulfococcus oleovorans"
"Desulfocurvibacter.africanus","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfocurvibacter|s__Desulfocurvibacter africanus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfocurvibacter","s__Desulfocurvibacter africanus"
"Desulfofarcimen.acetoxidans","d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfofarcimen|s__Desulfofarcimen acetoxidans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptococcaceae","g__Desulfofarcimen","s__Desulfofarcimen acetoxidans"
"Desulfoglaeba.alkanexedens","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Desulfoglaeba|s__Desulfoglaeba alkanexedens","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Desulfoglaeba","s__Desulfoglaeba alkanexedens"
"Desulfohalobium.retbaense","d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae|g__Desulfohalobium|s__Desulfohalobium retbaense","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfohalobiaceae","g__Desulfohalobium","s__Desulfohalobium retbaense"
